id,image1,image2,image3,trial,triplet_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02782093_1566.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04200800_25742.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04179913_11235.JPEG,10,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03876231_10690.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03876231_14687.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03876231_11420.JPEG,11,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01773157_5631.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773157_9786.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773157_1674.JPEG,12,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02892767_11941.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02892767_14861.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02892767_22441.JPEG,13,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01945685_8697.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01945685_11833.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01945685_13753.JPEG,14,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04579432_29832.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03710721_25259.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03710721_31125.JPEG,15,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03590841_6778.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03590841_5471.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03590841_11001.JPEG,16,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04366367_10142.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03018349_8493.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02206856_2124.JPEG,17,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02417914_14505.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02417914_12686.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02417914_13888.JPEG,18,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_322.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_9630.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_2631.JPEG,19,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02807133_5520.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02877765_4573.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07717556_2786.JPEG,20,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04044716_3100.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04044716_13379.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04044716_6034.JPEG,21,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02437312_10508.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03837869_4996.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02437312_8651.JPEG,22,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03777754_77.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04004767_9376.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03777754_9717.JPEG,23,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04392985_9290.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04392985_5765.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04392985_4019.JPEG,24,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n09428293_32137.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n09428293_5099.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n09428293_37909.JPEG,25,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03991062_5511.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03991062_11941.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03991062_15751.JPEG,26,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02422699_10121.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03770439_36350.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04265275_6769.JPEG,27,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02483362_248.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02417914_1409.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02510455_90620.JPEG,28,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n15075141_14737.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n15075141_2082.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n15075141_13141.JPEG,29,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03598930_13330.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03598930_25421.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03598930_5596.JPEG,30,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02859443_48160.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02859443_4629.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03814639_3588.JPEG,31,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01774384_11206.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01774384_10771.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01774384_1087.JPEG,32,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n07892512_16188.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07892512_40895.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07892512_14980.JPEG,33,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03595614_29357.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02879718_15354.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02128757_9928.JPEG,34,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04372370_40288.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07734744_700.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04347754_4667.JPEG,35,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03680355_8653.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03394916_55610.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02125311_14156.JPEG,36,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04447861_18737.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04447861_4688.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04447861_7005.JPEG,37,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03976657_52114.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03976657_3583.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03976657_64627.JPEG,38,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01749939_10660.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01749939_1310.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04370456_2551.JPEG,39,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03782006_6492.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_16380.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01872401_2979.JPEG,40,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n07720875_481.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07720875_5440.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07720875_714.JPEG,41,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04467665_23080.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04467665_5592.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04467665_62524.JPEG,42,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03445924_908.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03445924_26758.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03445924_22524.JPEG,43,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_1294.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_8181.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_16890.JPEG,44,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_6326.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_2013.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_13303.JPEG,45,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02807133_16727.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02807133_11116.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02807133_2088.JPEG,46,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01871265_6306.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01871265_3587.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01871265_1738.JPEG,47,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n09421951_17969.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02966687_1449.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03657121_19183.JPEG,48,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03944341_9834.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_3956.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02974003_7620.JPEG,49,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01930112_9356.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03916031_10788.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03530642_37653.JPEG,50,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02236044_1134.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02236044_16550.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02236044_2049.JPEG,51,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03041632_26405.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03325584_10126.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02643566_5228.JPEG,52,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04409515_9769.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04409515_17988.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04409515_2420.JPEG,53,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03444034_9199.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03444034_5061.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03444034_1667.JPEG,54,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03467068_12470.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03345487_26131.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03530642_30643.JPEG,55,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03259280_9447.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03782006_32826.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03782006_9217.JPEG,56,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02607072_2850.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02607072_10696.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02607072_525.JPEG,57,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n06596364_19525.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03478589_4702.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03709823_2211.JPEG,58,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04162706_19577.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01983481_2447.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01983481_19871.JPEG,59,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04476259_12231.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03920288_2189.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02447366_6189.JPEG,60,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04461696_5653.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03961711_12832.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04243546_20938.JPEG,61,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04442312_1784.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02137549_9225.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03201208_6521.JPEG,62,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04579145_6802.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04579145_4934.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04579145_4145.JPEG,63,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n07248320_5982.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04008634_546.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07584110_11716.JPEG,64,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_17274.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_8747.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_2524.JPEG,65,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04005630_85481.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02497673_2521.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03899768_70746.JPEG,66,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02317335_528.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04086273_15102.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03721384_14537.JPEG,67,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04552348_8468.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03498962_1289.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03498962_53118.JPEG,68,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01990800_1137.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01990800_12911.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01990800_10346.JPEG,69,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02992529_59882.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773157_7215.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07875152_1271.JPEG,70,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02837789_17648.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02837789_283.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02837789_23278.JPEG,71,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04461696_6156.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04461696_15436.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02168699_12675.JPEG,72,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03773504_20160.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03710721_15025.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03773504_17345.JPEG,73,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n01770393_24221.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04346328_22566.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07718472_15229.JPEG,74,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03763968_774.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07768694_2478.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03595614_5966.JPEG,75,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_12184.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03444034_552.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03958227_7792.JPEG,76,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02777292_2066.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02497673_8608.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03544143_6075.JPEG,77,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03388183_8239.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03977966_48002.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n06874185_19419.JPEG,78,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04462240_21837.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04462240_10443.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04462240_9717.JPEG,79,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03126707_13550.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02129604_18909.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03447721_40321.JPEG,80,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02971356_1562.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04254120_1516.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04597913_6012.JPEG,81,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04356056_72311.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04356056_5176.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04356056_23214.JPEG,82,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02231487_10612.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02815834_5132.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04111531_8868.JPEG,83,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04355933_10374.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04509417_3209.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04509417_3174.JPEG,84,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03877845_10451.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03877845_13439.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03877845_623.JPEG,85,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03742115_12450.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07697537_23978.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02804610_16037.JPEG,86,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04465501_15069.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04465501_203.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04465501_1486.JPEG,87,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04259630_1473.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04259630_16108.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04259630_6476.JPEG,88,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03476991_12973.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03476991_25471.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03476991_27466.JPEG,89,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02130308_459.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03803284_2209.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04579145_2975.JPEG,90,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02167151_12902.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02167151_2989.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02167151_7203.JPEG,91,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04152593_7900.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02607072_10701.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01981276_1150.JPEG,92,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02389026_6671.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02389026_9756.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07565083_6383.JPEG,93,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03977966_34933.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02128925_29519.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03832673_13303.JPEG,94,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03041632_7173.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03041632_12604.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03041632_975.JPEG,95,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n13037406_458.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07749582_15908.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07749582_4914.JPEG,96,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03394916_57936.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03394916_20326.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03394916_39102.JPEG,97,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02747177_22991.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02747177_5476.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01491361_5010.JPEG,98,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03782006_17061.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03930630_13020.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03782006_12764.JPEG,99,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03692522_30741.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03692522_11930.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03692522_4125.JPEG,100,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03729826_8419.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03787032_686.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03729826_45083.JPEG,101,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04258138_14261.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04442312_3156.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02443114_6703.JPEG,102,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04560804_6714.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01695060_3434.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04560804_15398.JPEG,103,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04404412_35402.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01697457_2920.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03691459_4386.JPEG,104,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_3399.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_3812.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_3061.JPEG,105,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04067472_16740.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04067472_1679.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04067472_12756.JPEG,106,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02102040_3496.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03796401_1467.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03796401_23347.JPEG,107,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n09332890_32728.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02509815_3623.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03841143_28363.JPEG,108,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02699494_5744.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04485082_58220.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02699494_4536.JPEG,109,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n02790996_8898.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02790996_11738.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02790996_18989.JPEG,110,within_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03874293_2873.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02268443_4400.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04560804_15891.JPEG,111,between_class
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n04286575_14709.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04286575_5106.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02797295_14799.JPEG,112,class_boundary
participant_50,stimuli/imagenet2012_human_eval_v2.1_images/n03447721_14799.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03447721_56903.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03447721_21533.JPEG,113,within_class
