id,image1,image2,image3,trial,triplet_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03857828_20898.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03857828_20811.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03857828_63773.JPEG,10,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03445924_1538.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03590841_10949.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02906734_4318.JPEG,11,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04371774_12955.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03954731_34747.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03954731_10149.JPEG,12,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07613480_11812.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01498041_5012.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773797_7122.JPEG,13,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03888257_13114.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03888257_297.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03888257_13476.JPEG,14,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03481172_2382.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04326547_11116.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04326547_2934.JPEG,15,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03498962_43082.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03498962_2919.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03498962_8454.JPEG,16,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07583066_1143.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03126707_14419.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04590129_24557.JPEG,17,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03393912_13645.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07684084_4440.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03124043_6038.JPEG,18,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04523525_55996.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07697313_9135.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04523525_10690.JPEG,19,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04086273_229.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02422699_29013.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02895154_8864.JPEG,20,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04350905_29147.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02127052_1944.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04350905_25270.JPEG,21,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03207941_5713.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03045698_65.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02361337_8.JPEG,22,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04254777_8653.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04254777_5145.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04254777_21792.JPEG,23,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_9592.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n12144580_4467.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_1254.JPEG,24,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03785016_20945.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02346627_7039.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03127925_8083.JPEG,25,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_1226.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_10202.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04133789_13097.JPEG,26,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03733131_3103.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07717556_9055.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n12998815_11571.JPEG,27,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07584110_5765.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03630383_10995.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07584110_8410.JPEG,28,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03781244_28525.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03781244_15818.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03781244_123043.JPEG,29,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02114855_4424.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02114855_14704.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02114855_15976.JPEG,30,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02992529_48061.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02992529_29428.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02992529_35446.JPEG,31,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03032252_27492.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03032252_51990.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03032252_49057.JPEG,32,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02692877_6475.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04507155_6094.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02415577_60866.JPEG,33,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02363005_6343.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03709823_3140.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03447721_9831.JPEG,34,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03110669_79199.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03110669_162393.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03110669_140137.JPEG,35,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03843555_8018.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03843555_3661.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03843555_3250.JPEG,36,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03461385_72736.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03461385_59041.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02117135_10703.JPEG,37,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03838899_51117.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03838899_33287.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03838899_26964.JPEG,38,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03404251_17965.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03065424_8344.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04462240_16441.JPEG,39,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04456115_8766.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03028079_9969.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04423845_1304.JPEG,40,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03216828_38152.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03627232_22539.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03041632_26236.JPEG,41,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02883205_2685.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07584110_8679.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03125729_13784.JPEG,42,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n01768244_7751.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04346328_24519.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03110669_101199.JPEG,43,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03794056_26803.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03014705_25065.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n09229709_1884.JPEG,44,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04392985_8977.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01833805_3440.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03355925_19820.JPEG,45,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_5855.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_3197.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_16404.JPEG,46,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02116738_21093.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02116738_18994.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02116738_2356.JPEG,47,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04209133_5392.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04209133_11967.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04209133_5691.JPEG,48,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04004767_11338.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02808304_18523.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04428191_38648.JPEG,49,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07760859_4118.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03457902_14717.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02319095_7250.JPEG,50,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02948072_33850.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02948072_17880.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02948072_44845.JPEG,51,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02641379_19011.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03793489_3066.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03045698_14523.JPEG,52,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_90.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_2469.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04251144_15714.JPEG,53,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03899768_31256.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02317335_28621.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02804610_19482.JPEG,54,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04310018_11522.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04310018_5328.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04310018_13857.JPEG,55,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04404412_29225.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02074367_5518.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07583066_23028.JPEG,56,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_7235.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02483362_1266.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07760859_8699.JPEG,57,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04127249_4421.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04127249_595.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04127249_5695.JPEG,58,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03095699_20034.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04523525_57149.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04141327_1700.JPEG,59,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02167151_2672.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03791053_7088.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02655020_3741.JPEG,60,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03871628_12328.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03871628_7105.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03871628_2374.JPEG,61,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03777754_10717.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02442845_20584.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02825657_11392.JPEG,62,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n13133613_15307.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04209239_6433.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04548280_2769.JPEG,63,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04428191_32823.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02190166_4045.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03457902_3361.JPEG,64,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03016953_1662.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04069434_9916.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04069434_5711.JPEG,65,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03877845_19653.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03764736_1632.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01774384_1548.JPEG,66,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04589890_7245.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04589890_4563.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04589890_2916.JPEG,67,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03930313_2771.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03930313_17671.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03930313_19117.JPEG,68,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n01664065_361.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01664065_23014.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01664065_21809.JPEG,69,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02776631_55160.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03895866_19336.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03895866_15213.JPEG,70,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02169497_6819.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04542943_2947.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n12267677_5435.JPEG,71,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n01950731_12749.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01950731_684.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01950731_22170.JPEG,72,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04152593_19998.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03527444_4870.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07745940_8791.JPEG,73,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02749479_518.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07590611_8874.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03271574_18961.JPEG,74,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03902125_5914.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03902125_8704.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03902125_13615.JPEG,75,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04111531_9963.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04111531_101.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04111531_9111.JPEG,76,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04065272_22298.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04366367_27789.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04065272_24839.JPEG,77,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n01773549_5535.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773549_6218.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01773549_2941.JPEG,78,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03884397_14799.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02951585_3825.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04532106_10950.JPEG,79,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03970156_19754.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n13133613_69966.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n13133613_6497.JPEG,80,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03249569_24134.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03249569_34849.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02177972_12326.JPEG,81,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03908714_2536.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04579432_3210.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04310018_11820.JPEG,82,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n06794110_7538.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n06794110_2838.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03991062_12061.JPEG,83,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02769748_26941.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03838899_31585.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n12985857_3936.JPEG,84,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_1254.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_1797.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02483708_5861.JPEG,85,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02860847_382.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04310018_21156.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07734744_3888.JPEG,86,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02231487_4289.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02231487_5055.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02231487_1533.JPEG,87,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02481823_14040.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03954731_434.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04392985_8170.JPEG,88,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03388043_1149.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02607072_8162.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07714571_11701.JPEG,89,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02790996_12407.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03649909_9467.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04065272_50480.JPEG,90,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03325584_9800.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03494278_44685.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03494278_37769.JPEG,91,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07753275_29565.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07711569_374.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03259280_11453.JPEG,92,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02115913_8263.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02115913_11222.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02115913_13694.JPEG,93,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_4653.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_14935.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02077923_11384.JPEG,94,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n12057211_9287.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03530642_4094.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03530642_21119.JPEG,95,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_25276.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_308.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04125021_6904.JPEG,96,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03485794_14839.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01641577_15603.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01641577_17260.JPEG,97,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04579432_8703.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03109150_37144.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02536864_33207.JPEG,98,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n04599235_23439.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04579432_3953.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03967562_13529.JPEG,99,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03250847_1894.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04311174_3286.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02865351_31666.JPEG,100,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02992529_25724.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03868863_3573.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04325704_2735.JPEG,101,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07248320_32714.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07248320_1536.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04252225_6219.JPEG,102,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02835271_14575.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02835271_8617.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02835271_8621.JPEG,103,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02692877_4013.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02692877_45962.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02692877_11385.JPEG,104,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03126707_13332.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03459775_3261.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04200800_18770.JPEG,105,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02364673_5021.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02114712_18051.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02114712_1495.JPEG,106,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n07873807_15154.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04525038_40911.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n04613696_2224.JPEG,107,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03602883_2505.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01872401_3301.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n01872401_4981.JPEG,108,class_boundary
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03840681_9953.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03840681_7007.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03840681_13792.JPEG,109,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03388183_9141.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03388183_2924.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03388183_1570.JPEG,110,within_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n02415577_3664.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03085013_23041.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n07747607_17222.JPEG,111,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03160309_12243.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n02444819_8974.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03207743_6297.JPEG,112,between_class
participant_0,stimuli/imagenet2012_human_eval_v2.1_images/n03710637_612.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03710637_16283.JPEG,stimuli/imagenet2012_human_eval_v2.1_images/n03710637_7841.JPEG,113,within_class
